Code,Name,Close,Location,Industry,List_date,2018/12/31,2017/12/31,2016/12/31,2015/12/31,2014/12/31,2013/12/31,2012/12/31,2011/12/31,2010/12/31,2009/12/31,2008/12/31,2007/12/31,2006/12/31,Profit,平均EPS(2016-18),平均EPS(2011-13),净资产,div,PE1618,分红比率,Growth,流动比例,有形资产/债务,PB,Mkt_value,市值>500亿,PE<15,流动比例>2,Y6,市净率<1.5,上市超过6年,PB<1.5的沪深300,PE*PB<22.5,
000566.SZ,海南海药,8.9000,海南,医药生物,1994-05-25,0.0900 ,0.0600 ,0.1400 ,0.3600 ,0.3300 ,0.1900 ,0.1600 ,0.4378 ,0.1600 ,0.3048 ,0.2050 ,-0.1525,0.0000 ,1,0.10,0.26,3.4494,-,92.07,0.0000,-63.19%,1.9245,-69.5192,2.58,"7,641,801,390.08",0,0,0,1,0,1,0,0,
000567.SZ,海德股份,7.9500,海南,非银金融,1994-05-25,0.3265 ,0.4846 ,0.0197 ,0.1537 ,0.0410 ,0.0180 ,-0.0907,0.0088 ,0.1714 ,0.0939 ,0.1923 ,0.1641 ,0.0000 ,1,0.28,-0.02,9.3656,是,28.71,17.5945,-1400.16%,1.3000,0.1366,0.85,"5,141,934,186.52",0,0,0,1,1,1,1,0,
000568.SZ,泸州老窖,74.8000,四川,食品饮料,1994-05-09,2.3800 ,1.7980 ,1.3750 ,1.0500 ,0.6300 ,2.4600 ,3.1400 ,2.0800 ,1.5800 ,1.2000 ,0.9100 ,0.8875 ,0.0000 ,1,1.85,2.56,11.5819,是,40.41,65.1348,-27.70%,3.2672,-1.7204,6.46,"119,743,514,913.00",1,0,1,1,0,1,0,0,
000570.SZ,苏常柴Ａ,4.1900,江苏,机械设备,1994-07-01,0.1100 ,0.0800 ,0.1100 ,0.1300 ,0.1100 ,0.1300 ,0.1000 ,0.0900 ,0.2100 ,0.4100 ,-0.2200,0.4500 ,0.0000 ,1,0.10,0.11,3.6398,是,41.90,22.6283,-6.25%,1.6487,-64.9020,1.15,"2,436,364,574.84",0,0,0,1,1,1,1,0,
000571.SZ,新大洲Ａ,2.3500,海南,采掘,1994-05-25,-1.0788,0.0263 ,0.0404 ,0.0698 ,0.0976 ,0.1421 ,0.1169 ,0.2028 ,0.1845 ,0.1728 ,0.0682 ,0.0306 ,0.0000 ,0,-0.34,0.15,1.6299,-,10000.00,0.0000,-319.16%,0.8067,2.0574,1.44,"1,864,206,560.00",0,0,0,1,1,1,1,0,
000572.SZ,海马汽车,2.3100,海南,汽车,1994-08-08,-0.9955,-0.6046,0.1400 ,0.0988 ,0.1296 ,0.1814 ,0.1000 ,0.2039 ,0.3126 ,-0.2526,0.0600 ,0.5978 ,0.0000 ,0,-0.49,0.16,2.9698,-,10000.00,0.0000,-400.87%,0.9071,2.4472,0.78,"2,927,452,838.28",0,0,0,1,1,1,1,0,
000573.SZ,粤宏远Ａ,2.7700,广东,房地产,1994-08-15,0.0836 ,0.0569 ,0.3166 ,-0.1478,0.0225 ,0.1882 ,0.1020 ,0.0915 ,0.0639 ,0.0328 ,-0.1847,0.0523 ,0.0000 ,0,0.15,0.13,2.6106,是,18.18,74.8107,19.75%,3.1010,8.1215,1.06,"1,881,318,751.60",0,0,1,1,1,1,1,1,
000576.SZ,广东甘化,6.2700,广东,农林牧渔,1994-09-07,0.2200 ,-0.6400,0.2300 ,0.4000 ,0.0200 ,0.0900 ,0.1500 ,-0.6100,-0.2400,0.0400 ,-0.1500,-0.0900,0.0000 ,0,-0.06,-0.12,2.5048,-,10000.00,0.0000,-48.65%,5.9404,-7.3800,2.50,"3,188,601,532.80",0,0,1,1,0,1,0,0,
000581.SZ,威孚高科,19.6200,江苏,汽车,1998-09-24,2.3700 ,2.5500 ,1.6600 ,1.4900 ,1.5100 ,1.0900 ,1.3400 ,2.1200 ,2.3600 ,0.7900 ,0.3400 ,0.4100 ,0.0000 ,1,2.19,1.52,15.7727,是,8.95,50.5301,44.62%,2.8026,-7.6307,1.24,"18,766,480,602.00",0,1,1,1,1,1,1,1,
000582.SZ,北部湾港,8.1000,广西,交通运输,1995-11-02,0.4600 ,0.4370 ,0.4730 ,0.4420 ,0.7170 ,0.7000 ,0.2910 ,0.2760 ,0.2810 ,0.3100 ,0.1300 ,0.0100 ,0.0000 ,1,0.46,0.42,5.6322,是,17.74,28.7858,8.13%,0.7705,1.8510,1.44,"14,400,974,483.74",0,0,0,1,1,1,1,0,
000584.SZ,哈工智能,5.6700,江苏,机械设备,1995-11-28,0.1962 ,0.1468 ,-0.6670,0.0428 ,0.2662 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.6592 ,0.0000 ,0,-0.11,0.00,2.7729,是,10000.00,10.1924,#DIV/0!,1.4393,-4.7185,2.04,"3,618,613,600.10",0,0,0,1,0,1,0,0,
000585.SZ,*ST 东电,1.6700,海南,电气设备,1995-12-13,0.0200 ,-0.4500,-0.1139,0.0100 ,0.0100 ,0.0100 ,0.0100 ,-0.0400,-0.0100,0.0100 ,-0.0800,-0.3600,0.0000 ,0,-0.18,-0.01,0.0099,-,10000.00,0.0000,2619.50%,0.3993,4.8101,168.69,"1,598,267,100.00",0,0,0,1,0,1,0,0,
000586.SZ,汇源通信,9.7300,四川,通信,1995-12-20,-0.0150,0.0040 ,0.0200 ,0.0900 ,0.0400 ,0.0800 ,0.0300 ,0.1000 ,0.2900 ,0.0100 ,-0.6200,-0.2790,0.0000 ,0,0.00,0.07,1.2136,-,3243.33,0.0000,-95.71%,1.6903,-2.8313,8.02,"1,905,384,000.00",0,0,0,1,0,1,0,0,
000587.SZ,金洲慈航,1.7300,黑龙江,轻工制造,1996-04-25,-1.4500,0.4800 ,0.9600 ,0.4600 ,0.2600 ,0.2600 ,0.3200 ,0.9800 ,-0.8500,0.0500 ,-0.9310,0.0630 ,0.0000 ,0,0.00,0.52,3.0958,-,10000.00,0.0000,-100.64%,0.9249,0.3564,0.56,"3,759,036,314.10",0,0,0,1,1,1,1,0,
